Title,Link,Price,Original Price,Discount
GIGABYTE Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,/gigabyte-intel-core-i7-12th-gen-12650h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-g5-mf-g2in313sh-gaming-laptop/p/itm4690051bbfdec?pid=COMGTJG9RTZ8C57Z&lid=LSTCOMGTJG9RTZ8C57ZNA2KLY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_39&otracker=search&otracker1=search&fm=Search&iid=1b4813e9-e4c0-4dd8-801a-3b0d12ee1586.COMGTJG9RTZ8C57Z.SEARCH&ppt=sp&ppn=sp&ssid=1hacupowjk0000001737048061364&qH=312f91285e048e09,"₹62,990","₹1,48,500",57% off
HP Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chrome...,/hp-chromebook-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-14a-na1004tu/p/itm4489ddf90925c?pid=COMGKW2NUQJFVKSC&lid=LSTCOMGKW2NUQJFVKSCFHXYFH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_40&otracker=search&otracker1=search&fm=Search&iid=1b4813e9-e4c0-4dd8-801a-3b0d12ee1586.COMGKW2NUQJFVKSC.SEARCH&ppt=sp&ppn=sp&ssid=1hacupowjk0000001737048061364&qH=312f91285e048e09,"₹15,990","₹30,000",46% off
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLXX3HN/A,/apple-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mlxx3hn-a/p/itmc2732c112aeb1?pid=COMGFB2GNWNN9DN8&lid=LSTCOMGFB2GNWNN9DN8NBFG9P&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_5&otracker=search&otracker1=search&iid=cd231a70-ae00-46d8-9c45-f789f1ae1331.COMGFB2GNWNN9DN8.SEARCH&ssid=8vtb4m2vsg0000001737048052315&qH=312f91285e048e09,"₹85,990","₹1,19,900",28% off
HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook,/hp-chromebook-mediatek-mt8183-4-gb-32-gb-emmc-storage-chrome-os-11mk-g9-ee/p/itmbcfcbc0ab424f?pid=COMGZFFXXHNVC5A5&lid=LSTCOMGZFFXXHNVC5A500NQCE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_41&otracker=search&otracker1=search&fm=Search&iid=1b4813e9-e4c0-4dd8-801a-3b0d12ee1586.COMGZFFXXHNVC5A5.SEARCH&ppt=sp&ppn=sp&ssid=1hacupowjk0000001737048061364&qH=312f91285e048e09,"₹8,990","₹34,554",73% off
HP AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s-eq2305AU Thin and Light Laptop,/hp-amd-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15s-eq2305au-thin-light-laptop/p/itmfad54ff933d4c?pid=COMGZC2GUZJXNHHS&lid=LSTCOMGZC2GUZJXNHHSJP0KBR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_42&otracker=search&otracker1=search&fm=Search&iid=1b4813e9-e4c0-4dd8-801a-3b0d12ee1586.COMGZC2GUZJXNHHS.SEARCH&ppt=sp&ppn=sp&ssid=1hacupowjk0000001737048061364&qH=312f91285e048e09,"₹39,990","₹52,055",23% off
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLY13HN/A,/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly13hn-a/p/itmd65f6b189fc7b?pid=COMGFB2GBKDVYBDD&lid=LSTCOMGFB2GBKDVYBDDM2PGFI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_43&otracker=search&otracker1=search&fm=Search&iid=1b4813e9-e4c0-4dd8-801a-3b0d12ee1586.COMGFB2GBKDVYBDD.SEARCH&ppt=sp&ppn=sp&ssid=1hacupowjk0000001737048061364&qH=312f91285e048e09,"₹74,990","₹99,900",24% off
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,/hp-victus-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1351tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVNMU2S5QQ&lid=LSTCOMHY8KVNMU2S5QQSFQYGS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_44&otracker=search&otracker1=search&fm=Search&iid=1b4813e9-e4c0-4dd8-801a-3b0d12ee1586.COMHY8KVNMU2S5QQ.SEARCH&ppt=sp&ppn=sp&ssid=1hacupowjk0000001737048061364&qH=312f91285e048e09,"₹57,990","₹76,354",24% off
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1226tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVEKZVERUA&lid=LSTCOMHY8KVEKZVERUADILR5M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_45&otracker=search&otracker1=search&fm=Search&iid=1b4813e9-e4c0-4dd8-801a-3b0d12ee1586.COMHY8KVEKZVERUA.SEARCH&ppt=sp&ppn=sp&ssid=1hacupowjk0000001737048061364&qH=312f91285e048e09,"₹56,990","₹72,718",21% off
MSI Modern 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-818IN T...,/msi-modern-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-b12mo-818in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGFM3JTHZG&lid=LSTCOMGYSFGFM3JTHZGFJZCCG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_46&otracker=search&otracker1=search&fm=Search&iid=1b4813e9-e4c0-4dd8-801a-3b0d12ee1586.COMGYSFGFM3JTHZG.SEARCH&ppt=sp&ppn=sp&ssid=1hacupowjk0000001737048061364&qH=312f91285e048e09,"₹38,990","₹54,990",29% off
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY03HN/A,/apple-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mly03hn-a/p/itm6533ea968a81e?pid=COMGFB2GTM7MMJYN&lid=LSTCOMGFB2GTM7MMJYNUXK7ES&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_47&otracker=search&otracker1=search&fm=Search&iid=1b4813e9-e4c0-4dd8-801a-3b0d12ee1586.COMGFB2GTM7MMJYN.SEARCH&ppt=sp&ppn=sp&ssid=1hacupowjk0000001737048061364&qH=312f91285e048e09,"₹85,990","₹1,19,900",28% off
HP Laptop Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) 15s-fy5010TU Thin and Light...,/hp-laptop-intel-core-i3-12th-gen-1215u-8-gb-256-gb-ssd-windows-11-home-15s-fy5010tu-thin-light/p/itm513a135df4d30?pid=COMHF6WAYQWPTFRS&lid=LSTCOMHF6WAYQWPTFRSK8OU9L&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_2_48&otracker=search&otracker1=search&fm=Search&iid=1b4813e9-e4c0-4dd8-801a-3b0d12ee1586.COMHF6WAYQWPTFRS.SEARCH&ppt=sp&ppn=sp&ssid=1hacupowjk0000001737048061364&qH=312f91285e048e09,"₹31,990","₹46,709",31% off
MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,/msi-modern-15-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-b12mo-612in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGT7MCYFJX&lid=LSTCOMGYSFGT7MCYFJXIDLSMH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_49&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGYSFGT7MCYFJX.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹34,499","₹48,990",29% off
Apple MacBook AIR Apple M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,/apple-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxy3hn-a/p/itm6533ea968a81e?pid=COMGFB2GWHPVFMJW&lid=LSTCOMGFB2GWHPVFMJWCYOKC8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_50&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGFB2GWHPVFMJW.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹74,990","₹99,900",24% off
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin ...,/lenovo-thinkpad-e14-amd-ryzen-5-hexa-core-7530u-8-gb-512-gb-ssd-windows-11-home-tp-gen-thin-light-laptop/p/itmbbd4542d7f75b?pid=COMGQRD7RWHUM9QH&lid=LSTCOMGQRD7RWHUM9QHQAU0RT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_6&otracker=search&otracker1=search&iid=en_pXa8_w-ebATcRPemtSrHcBLSC3szdNxkfrp9321zI_T8kIBiWvAZL9EkvSh8DIXM-RCnD8yFYYbbHd_1RaHt6_UFjCTyOHoHZs-Z5_PS_w0%3D&ssid=8vtb4m2vsg0000001737048052315&qH=312f91285e048e09,"₹48,990","₹91,966",46% off
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-815IN Th...,/msi-modern-15-intel-core-i7-12th-gen-1255u-16-gb-1-tb-ssd-windows-11-home-b12mo-815in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGGFGVCRWY&lid=LSTCOMGYSFGGFGVCRWYZ6TUZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_51&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGYSFGGFGVCRWY.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹54,990","₹68,990",20% off
Apple MacBook AIR Apple M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY23HN/A,/apple-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mly23hn-a/p/itmd65f6b189fc7b?pid=COMGFB2GQPT52CK3&lid=LSTCOMGFB2GQPT52CK37FYXJM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_52&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGFB2GQPT52CK3.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹85,990","₹1,19,900",28% off
Acer Swift Go 14 AMD Ryzen 5 Hexa Core 7430U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41-R6G9 Thin a...,/acer-swift-go-14-amd-ryzen-5-hexa-core-7430u-16-gb-512-gb-ssd-windows-11-home-sfg14-41-r6g9-thin-light-laptop/p/itm52551833a1d42?pid=COMH3GFNKMHJEBYF&lid=LSTCOMH3GFNKMHJEBYFYBAVSV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_53&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH3GFNKMHJEBYF.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹37,990","₹69,999",45% off
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-1212IN...,/msi-modern-14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-c12mo-1212in-business-laptop/p/itm60c14709fdf3b?pid=COMHYWTJE2BSGGJV&lid=LSTCOMHYWTJE2BSGGJV95JWUA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_54&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMHYWTJE2BSGGJV.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹35,990","₹52,990",32% off
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,/asus-tuf-gaming-f17-ai-powered-intel-core-i5-11th-gen-11400h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-70-w-fx706hf-ny040w-laptop/p/itm5b135cad5c8a9?pid=COMHY74JXH3KZRWM&lid=LSTCOMHY74JXH3KZRWMLLMJRL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_55&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMHY74JXH3KZRWM.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹50,990","₹85,990",40% off
ASUS X1504ZA Intel Core i3 12th Gen 12th Gen Intel Core i3-1215U - (8 GB/512 GB SSD/Windows 11 Home) X...,/asus-x1504za-intel-core-i3-12th-gen-i3-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj322ws-thin-light-laptop/p/itm200184e4e0443?pid=COMGT2RFWFYDGZJQ&lid=LSTCOMGT2RFWFYDGZJQH8NAKX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_56&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGT2RFWFYDGZJQ.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹31,320","₹54,990",43% off
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-x1504za-nj528ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_57&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMHYWSWMFQQBCG3.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹41,990","₹69,990",40% off
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ521WS Th...,/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj521ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUKRMMXNZQ&lid=LSTCOMGNRNUKRMMXNZQYSOFRK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_58&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGNRNUKRMMXNZQ.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹34,990","₹66,990",47% off
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) SFG14-41 Thin and Li...,/acer-swift-go-14-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-sfg14-41-thin-light-laptop/p/itm52551833a1d42?pid=COMH3GFNZZGQTAEW&lid=LSTCOMH3GFNZZGQTAEWMUOVHC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_59&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH3GFNZZGQTAEW.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹46,990","₹79,999",41% off
Acer Swift Go 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) SFG14-41 Thin and Ligh...,/acer-swift-go-14-amd-ryzen-7-octa-core-7730u-16-gb-1-tb-ssd-windows-11-home-sfg14-41-thin-light-laptop/p/itm52551833a1d42?pid=COMH3GFNEFQMQJHV&lid=LSTCOMH3GFNEFQMQJHVV7GSRK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_60&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH3GFNEFQMQJHV.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹50,990","₹84,999",40% off
DELL 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3535 Thin and Light L...,/dell-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-inspiron-3535-thin-light-laptop/p/itm58c1d8a904449?pid=COMH5PBYWQTDJGQG&lid=LSTCOMH5PBYWQTDJGQGV27I7I&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_7&otracker=search&otracker1=search&iid=cd231a70-ae00-46d8-9c45-f789f1ae1331.COMH5PBYWQTDJGQG.SEARCH&ssid=8vtb4m2vsg0000001737048052315&qH=312f91285e048e09,"₹29,990","₹38,747",22% off
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,/asus-tuf-gaming-f17-ai-powered-intel-core-i5-11th-gen-11400h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-70-tgp-fx706hf-hx018w-laptop/p/itm5b135cad5c8a9?pid=COMGZKHQVMNZXEAH&lid=LSTCOMGZKHQVMNZXEAHYLRJ6N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_61&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGZKHQVMNZXEAH.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹47,990","₹77,990",38% off
HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,/hp-victus-ai-powered-amd-ryzen-7-octa-core-7840hs-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-16-s0095ax-gaming-laptop/p/itm64ae9ddc2dec6?pid=COMGS2XZGZHEJEZG&lid=LSTCOMGS2XZGZHEJEZGXWFBYW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_62&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGS2XZGZHEJEZG.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹75,990","₹96,136",20% off
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a...,/lenovo-ideapad-slim-3-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-15irh8-thin-light-laptop/p/itm76f0e5d975817?pid=COMGVQ2YB9SU8KMF&lid=LSTCOMGVQ2YB9SU8KMF2MGQ5W&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_63&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGVQ2YB9SU8KMF.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹52,970","₹81,890",35% off
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-15iah8-thin-light-laptop/p/itm76f0e5d975817?pid=COMH44PGGQEJWKVN&lid=LSTCOMH44PGGQEJWKVNEHM4E2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_64&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH44PGGQEJWKVN.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹46,990","₹68,790",31% off
Lenovo Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) V15 G3 IAP Thin and Light Lap...,/lenovo-intel-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-v15-g3-iap-thin-light-laptop/p/itm930d2b10f8362?pid=COMGTVXCHXKNHYY2&lid=LSTCOMGTVXCHXKNHYY2LLFEDL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_65&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGTVXCHXKNHYY2.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹48,990","₹90,000",45% off
ASUS ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,/asus-expertbook-b14-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b1402cba-nk1494ws-thin-light-laptop/p/itm5558ba4200e57?pid=COMGZF9EYUYC52BH&lid=LSTCOMGZF9EYUYC52BHIWCC5H&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_66&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMGZF9EYUYC52BH.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹32,990","₹50,990",35% off
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Ho...",/asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj520ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMH2D4GHZZGSHDP&lid=LSTCOMH2D4GHZZGSHDPPOYP5X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_3_67&otracker=search&otracker1=search&fm=Search&iid=ebb3e264-188b-476f-87b5-1b8f891c7970.COMH2D4GHZZGSHDP.SEARCH&ppt=sp&ppn=sp&ssid=xp5s5g3klc0000001737048069947&qH=312f91285e048e09,"₹41,990","₹69,990",40% off
